tx_id,store_type,timestamp,total_amount,payment_method,tendered_amount,tendered_breakdown,change_given,change_breakdown,notes
a9fc380c-2ab0-4fa2-9625-dc322a0418d6,kirana,2025-09-23 09:03:29,13.57,upi,,,0.0,,upi_txn=956686a5-cc7
25eb19b8-2df9-4548-a116-777d21b6d95d,kirana,2025-10-31 19:58:45,15.61,cash,100.0,"{""100"":1}",84.39,"{""50"":1,""20"":1,""10"":1,""2"":2}",
8fcc92df-b1da-4f62-96af-c208bdcab929,kirana,2025-08-19 18:03:06,161.93,cash,200.0,"{""200"":1}",38.07,"{""20"":1,""10"":1,""5"":1,""2"":1,""1"":1}",
2e593590-96cb-4f32-8093-c6eb4e039425,kirana,2025-10-24 08:12:28,27.41,cash,40.0,"{""20"":2}",12.59,"{""10"":1,""2"":1}",
a2565b77-bf74-469e-9dfb-f159381a84ca,kirana,2025-09-23 09:17:06,70.39,cash,80.0,"{""50"":1,""20"":1,""10"":1}",9.61,"{""5"":1,""2"":2}",
472aabf3-060b-46bf-846b-47bf40df2806,kirana,2025-08-29 06:21:02,48.41,upi,,,0.0,,upi_txn=4f76983a-2bd
edcd7b0d-48cc-4baf-b378-43fbde5b0d24,kirana,2025-09-26 19:00:45,42.37,cash,45.0,"{""20"":2,""5"":1}",2.63,"{""2"":1}",
f800a679-0aca-4796-adf1-75d0f5aa0569,kirana,2025-10-13 08:15:26,171.4,cash,180.0,"{""100"":1,""50"":1,""20"":1,""10"":1}",8.6,"{""5"":1,""2"":1,""1"":1}",
aa26b6f7-b28d-4e5e-9a4c-d739def23d6d,kirana,2025-09-22 17:01:22,94.4,upi,,,0.0,,upi_txn=da05d4b0-3de
b7dbbd37-66ac-4c1d-8504-d0a9c428bdcc,kirana,2025-10-24 22:55:53,26.2,cash,30.0,"{""20"":1,""10"":1}",3.8,"{""2"":1,""1"":1}",
71878a2b-ebdc-417a-acfd-db94114ad2e6,kirana,2025-10-16 18:33:59,5.33,cash,10.0,"{""10"":1}",4.67,"{""2"":2}",
07f17388-bb26-4735-9c42-060aeeee7406,kirana,2025-09-16 20:44:06,17.71,cash,20.0,"{""20"":1}",2.29,"{""2"":1}",
0f44f6d3-dcbf-4758-89b8-eb0b940318d7,kirana,2025-10-11 18:37:54,214.69,upi,,,0.0,,upi_txn=15f9e024-380
2d9a13cd-4200-4f0a-b806-4113051ca912,kirana,2025-09-12 03:21:57,154.16,cash,160.0,"{""100"":1,""50"":1,""10"":1}",5.84,"{""5"":1}",
c693540b-c084-401a-8749-b76b5436eda5,kirana,2025-10-27 18:20:19,247.62,cash,247.62,"{""200"":1,""20"":2,""5"":1,""2"":1}",0.0,,
959be357-7940-4744-b680-5235e35e317b,kirana,2025-10-29 20:45:31,5.0,cash,20.0,"{""20"":1}",15.0,"{""10"":1,""5"":1}",
fa1da8f9-fdc4-4512-8eeb-f20c6e79ab43,kirana,2025-09-01 09:34:31,69.3,cash,70.0,"{""50"":1,""20"":1}",0.7,,
0a83e627-92ff-4408-85a8-e9b48f607e6f,kirana,2025-09-01 09:36:34,52.39,cash,60.0,"{""50"":1,""10"":1}",7.61,"{""5"":1,""2"":1}",
1c3df0a3-4b1e-46d2-bac8-ec4db21c4c00,kirana,2025-10-02 17:35:17,5.0,cash,5.0,"{""5"":1}",0.0,,
49fee4f8-b0f8-45db-aec1-2fcaee4fc361,kirana,2025-10-09 08:21:53,37.42,cash,40.0,"{""20"":2}",2.58,"{""2"":1}",
b43c37ef-6e25-4431-ac8f-dd7f3859bb2b,kirana,2025-08-18 09:34:58,42.77,cash,50.0,"{""50"":1}",7.23,"{""5"":1,""2"":1}",
42731449-63c8-42a0-847a-b796dcd010f2,kirana,2025-10-23 08:47:50,74.09,upi,,,0.0,,upi_txn=5f80c274-b3d
6261e634-192c-42da-a02c-9adf283ca0b6,kirana,2025-11-03 09:51:35,89.12,cash,100.0,"{""100"":1}",10.88,"{""10"":1}",
a75dcc19-3097-4028-a573-3d3b7fd23b2e,kirana,2025-09-11 20:06:54,146.04,cash,150.0,"{""100"":1,""50"":1}",3.96,"{""2"":1,""1"":1}",
326d9a73-5f02-4874-854e-b67a7311ad9f,kirana,2025-09-08 13:19:32,120.96,upi,,,0.0,,upi_txn=ac0faf6f-a9c
0b186643-2ff8-4569-9581-83483ba6f522,kirana,2025-08-31 19:44:42,40.96,upi,,,0.0,,upi_txn=990c0ac3-5df
